American Star Ball Championships,AC- Open Amateur Ballroom Scholarship (W/T/VW/FT/QS),Standard,25
American Star Ball Championships,AC- Open Amateur Latin Scholarship (CC/S/R/PD/J),Latin,25
American Star Ball Championships,AC- Open Amateur Smooth Scholarship (W/T/FT/VW),Smooth,25
American Star Ball Championships,AC- Under 21 Open Amateur Ballroom Scholarship (W/T/VW/FT/QS),Standard,25
American Star Ball Championships,AC- Under 21 Open Amateur Latin Scholarship (CC/S/R/PD/J),Latin,25
American Star Ball Championships,AC-C Pro/Am Closed Silver Rhythm Championship (CC/R/SW/B),Rhythm,15
American Star Ball Championships,AC-C Pro/Am Closed Silver Smooth Championship (W/T/FT/VW),Smooth,15
American Star Ball Championships,AC-C Pro/Am Open Silver Rhythm Championship (CC/R/SW/B),Rhythm,20
American Star Ball Championships,AC-C Pro/Am Open Silver Smooth Championship (W/T/FT/VW),Smooth,20
American Star Ball Championships,AC-J1 Amateur JR/Y Novice Latin (CC/S/R),Latin,5
American Star Ball Championships,AC-J1 Amateur JR/Y Open Ballroom Championship (W/T/VW/FT/QS),Standard,20
American Star Ball Championships,AC-J1 Amateur JR/Y Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-J1 Amateur JR/Y Open Smooth Championship (W/T/FT/VW),Smooth,20
American Star Ball Championships,AC-J1 Amateur JR/Y Pre-Champ Ballroom (W/T/FT/QS),Standard,15
American Star Ball Championships,AC-J1 Amateur JR/Y Pre-Champ Latin (CC/S/R/J),Latin,15
American Star Ball Championships,AC-J2 Amateur JR/Y Novice Ballroom (W/T/FT),Standard,5
American Star Ball Championships,AC-J2 Amateur JR/Y Novice Latin (CC/S/R),Latin,5
American Star Ball Championships,AC-J2 Amateur JR/Y Open Ballroom Championship (W/T/VW/FT/QS),Standard,20
American Star Ball Championships,AC-J2 Amateur JR/Y Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-J2 Amateur JR/Y Pre-Champ Ballroom (W/T/FT/QS),Standard,15
American Star Ball Championships,AC-J2 Amateur JR/Y Pre-Champ Latin (CC/S/R/J),Latin,15
American Star Ball Championships,AC-LB Pro/Am Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-LC Pro/Am Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-LJ1 Amateur JR/Y Novice Latin (CC/S/R),Latin,5
American Star Ball Championships,AC-LJ1 Amateur JR/Y Pre-Champ Latin (CC/S/R/J),Latin,15
American Star Ball Championships,AC-LJ2 Amateur JR/Y Novice Ballroom (W/T/FT),Standard,5
American Star Ball Championships,AC-LJ2 Amateur JR/Y Novice Latin (CC/S/R),Latin,5
American Star Ball Championships,AC-LJ2 Amateur JR/Y Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-LJ2 Amateur JR/Y Pre-Champ Latin (CC/S/R/J),Latin,15
American Star Ball Championships,AC-LSR1 Pro/Am Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-LY Amateur JR/Y Novice Latin (CC/S/R),Latin,5
American Star Ball Championships,AC-LY Amateur JR/Y Pre-Champ Ballroom (W/T/FT/QS),Standard,15
American Star Ball Championships,AC-LY Amateur JR/Y Pre-Champ Latin (CC/S/R/J),Latin,15
American Star Ball Championships,AC-PT1 Amateur Pre Teen Closed Ballroom Championship (W/T/VW/FT/QS),Standard,15
American Star Ball Championships,AC-PT1 Amateur Pre Teen Closed Latin Championship (CC/S/R/PD/J),Latin,15
American Star Ball Championships,AC-PT2 Amateur Pre Teen Closed Ballroom Championship (W/T/VW/FT/QS),Standard,15
American Star Ball Championships,AC-PT2 Amateur Pre Teen Closed Latin Championship (CC/S/R/PD/J),Latin,15
American Star Ball Championships,AC-PT2 Amateur Pre Teen Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-SII Amateur Closed Gold Smooth 4 Dance (W/T/FT/VW),Smooth,20
American Star Ball Championships,AC-SIII Amateur Closed Gold Smooth 4 Dance (W/T/FT/VW),Smooth,20
American Star Ball Championships,AC-Y Amateur JR/Y Novice Ballroom (W/T/FT),Standard,5
American Star Ball Championships,AC-Y Amateur JR/Y Novice Latin (CC/S/R),Latin,5
American Star Ball Championships,AC-Y Amateur JR/Y Open Ballroom Championship (W/T/VW/FT/QS),Standard,20
American Star Ball Championships,AC-Y Amateur JR/Y Open Latin Championship (CC/S/R/PD/J),Latin,20
American Star Ball Championships,AC-Y Amateur JR/Y Pre-Champ Ballroom (W/T/FT/QS),Standard,15
American Star Ball Championships,AC-Y Amateur JR/Y Pre-Champ Latin (CC/S/R/J),Latin,15
American Star Ball Championships,AC-Y Amateur Junior Open Ballroom Scholarship (W/T/VW/FT/QS),Standard,25
