Great Gatsby Gala,Pro/Am Silver 4-Dance  Closed S2 Amer. Smooth (W,T,F,VW),Smooth,15
Great Gatsby Gala,Pro/Am Silver 4-Dance  Closed S2 Int'l Latin (CC,S,R,J),Latin,15
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open A Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open A Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open A Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open B Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open B Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open C Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open C Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open C Int'l Ballroom (W,T,F,Q),Standard,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open C Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open J2 Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open S1 Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open S1 Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open S1 Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open S2 Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Open S2 Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Closed C Amer. Smooth (W,T,F,VW),Smooth,15
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Closed S1 Amer. Rhythm (CC,R,SW,M),Rhythm,15
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open A Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open A Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open B Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open C Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open C Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open C Int'l Ballroom (W,T,F,Q),Standard,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open C Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open S1 Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open S1 Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open S1 Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open S2 Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open S2 Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver 4-Dance  Rising Star Open S2 Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver Scholarships A Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver Scholarships A Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver Scholarships B Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver Scholarships B Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver Scholarships B Int'l Ballroom (W,T,F,Q),Standard,20
Great Gatsby Gala,Pro/Am Silver Scholarships B Int'l Latin (CC,S,R,J),Latin,20
Great Gatsby Gala,Pro/Am Silver Scholarships C Amer. Rhythm (CC,R,SW,M),Rhythm,20
Great Gatsby Gala,Pro/Am Silver Scholarships C Amer. Smooth (W,T,F,VW),Smooth,20
Great Gatsby Gala,Pro/Am Silver Scholarships C Int'l Ballroom (W,T,F,Q),Standard,20
Great Gatsby Gala,Pro/Am Silver Scholarships C Int'l Latin (CC,S,R,J),Latin,20
